string,counts,energy_M,feasible
'00000000,192,0,infeasible
'10000000,102,1,infeasible
'00100000,93,1,infeasible
'00010000,86,1,infeasible
'01000000,78,1,infeasible
'00001000,76,1,infeasible
'00000001,68,1,infeasible
'00000100,63,1,infeasible
'00000010,31,1,infeasible
'00010001,71,2,infeasible
'11000000,53,2,infeasible
'00011000,52,2,infeasible
'10010000,51,2,infeasible
'01100000,51,2,infeasible
'01010000,51,2,infeasible
'00001001,50,2,infeasible
'01000001,49,2,infeasible
'00100100,46,2,infeasible
'00110000,45,2,infeasible
'10100000,44,2,infeasible
'00000101,44,2,infeasible
'10001000,43,2,infeasible
'10000001,41,2,infeasible
'01001000,38,2,infeasible
'00100001,36,2,infeasible
'00101000,36,2,infeasible
'00010100,34,2,infeasible
'10000100,30,2,infeasible
'01000100,28,2,infeasible
'00001100,26,2,infeasible
'00001010,15,2,infeasible
'00010010,14,2,infeasible
'00000110,11,2,infeasible
'01000010,11,2,infeasible
'00000011,9,2,infeasible
'10000010,8,2,infeasible
'01110000,44,3,infeasible
'01100001,43,3,infeasible
'00011001,41,3,infeasible
'01010001,40,3,infeasible
'11100000,38,3,infeasible
'10100100,34,3,infeasible
'01001001,32,3,infeasible
'01011000,31,3,infeasible
'00001101,31,3,infeasible
'11010000,30,3,infeasible
'10110000,29,3,infeasible
'00011100,29,3,infeasible
'10010001,29,3,infeasible
'00100101,28,3,infeasible
'10011000,27,3,infeasible
'00111000,27,3,infeasible
'10001001,27,3,infeasible
'01000101,25,3,infeasible
'10010100,24,3,infeasible
'01100100,24,3,infeasible
'01010100,23,3,infeasible
'10101000,22,3,infeasible
'10000101,21,3,infeasible
'01001100,21,3,infeasible
'00110100,21,3,infeasible
'01101000,20,3,infeasible
'11001000,20,3,infeasible
'00101100,17,3,infeasible
'11000001,15,3,infeasible
'10000110,15,3,infeasible
'00010101,14,3,infeasible
'10001100,14,3,infeasible
'00010011,12,3,infeasible
'00001011,12,3,infeasible
'00011010,12,3,infeasible
'01000110,12,3,infeasible
'11000100,11,3,infeasible
'00000111,11,3,infeasible
'00010110,10,3,infeasible
'10000011,9,3,infeasible
'10010010,9,3,infeasible
'10001010,8,3,infeasible
'00001110,7,3,infeasible
'01000011,6,3,infeasible
'00011101,35,4,infeasible
'01011001,33,4,infeasible
'00111100,31,4,infeasible
'10011001,31,4,infeasible
'11001001,30,4,infeasible
'11010001,29,4,infeasible
'11100100,26,4,infeasible
'01011100,26,4,infeasible
'10010101,26,4,infeasible
'01110100,26,4,infeasible
'01100101,24,4,infeasible
'01101100,24,4,infeasible
'01111000,23,4,infeasible
'10001101,20,4,infeasible
'11011000,19,4,infeasible
'10111000,19,4,infeasible
'10011100,19,4,infeasible
'11101000,16,4,infeasible
'11001100,15,4,infeasible
'00010111,15,4,infeasible
'11010100,13,4,infeasible
'10110100,13,4,infeasible
'11110000,12,4,infeasible
'10101100,11,4,infeasible
'00001111,11,4,infeasible
'01000111,11,4,infeasible
'10010011,10,4,infeasible
'00011011,10,4,infeasible
'10010110,9,4,infeasible
'10000111,8,4,infeasible
'00011110,8,4,infeasible
'10001011,7,4,infeasible
'10001110,6,4,infeasible
'10011010,2,4,infeasible
'01111100,28,5,infeasible
'11111000,21,5,infeasible
'00011111,21,5,infeasible
'10011101,21,5,infeasible
'11011100,17,5,infeasible
'11101100,16,5,infeasible
'11011001,16,5,infeasible
'10001111,13,5,infeasible
'11110100,12,5,infeasible
'10111100,11,5,infeasible
'10010111,10,5,infeasible
'10011110,6,5,infeasible
'10011011,4,5,infeasible
'10011111,14,6,infeasible
'11111100,14,6,infeasible
'00100010,23,2,feasible
'00110001,36,3,feasible
'00101001,28,3,feasible
'10100001,25,3,feasible
'00110010,18,3,feasible
'10100010,16,3,feasible
'00101010,11,3,feasible
'00100011,11,3,feasible
'01100010,11,3,feasible
'00100110,9,3,feasible
'11000010,7,3,feasible
'01001010,7,3,feasible
'01010010,5,3,feasible
'00111001,37,4,feasible
'11100001,25,4,feasible
'00110101,24,4,feasible
'10110001,22,4,feasible
'00101101,21,4,feasible
'01001101,21,4,feasible
'01101001,19,4,feasible
'01110001,19,4,feasible
'01001110,19,4,feasible
'11000101,18,4,feasible
'01010101,18,4,feasible
'10100101,17,4,feasible
'10101001,16,4,feasible
'00101110,11,4,feasible
'01110010,11,4,feasible
'00110110,10,4,feasible
'00101011,10,4,feasible
'11100010,9,4,feasible
'10101010,8,4,feasible
'01100011,8,4,feasible
'01001011,8,4,feasible
'11000110,7,4,feasible
'11010010,7,4,feasible
'01101010,7,4,feasible
'11000011,6,4,feasible
'10110010,6,4,feasible
'00111010,6,4,feasible
'00110011,6,4,feasible
'01010011,5,4,feasible
'01010110,5,4,feasible
'01100110,5,4,feasible
'11001010,5,4,feasible
'10100110,5,4,feasible
'00100111,4,4,feasible
'10100011,4,4,feasible
'01011010,3,4,feasible
'01011101,37,5,feasible
'01111001,26,5,feasible
'01101101,21,5,feasible
'11100101,21,5,feasible
'11010101,20,5,feasible
'11001101,20,5,feasible
'11110001,19,5,feasible
'11101001,19,5,feasible
'11010110,18,5,feasible
'00111101,17,5,feasible
'10111001,17,5,feasible
'10110101,15,5,feasible
'01110101,14,5,feasible
'00110111,11,5,feasible
'01101110,11,5,feasible
'00111110,11,5,feasible
'10101101,11,5,feasible
'01011110,11,5,feasible
'01001111,10,5,feasible
'01010111,9,5,feasible
'01110110,9,5,feasible
'00111011,9,5,feasible
'01111010,8,5,feasible
'11000111,8,5,feasible
'01110011,7,5,feasible
'11001110,7,5,feasible
'11100011,7,5,feasible
'01011011,6,5,feasible
'00101111,6,5,feasible
'11001011,6,5,feasible
'10101110,5,5,feasible
'11101010,5,5,feasible
'11010011,5,5,feasible
'11100110,5,5,feasible
'10101011,5,5,feasible
'11011010,5,5,feasible
'10110011,4,5,feasible
'10100111,4,5,feasible
'01101011,3,5,feasible
'10110110,3,5,feasible
'01100111,3,5,feasible
'10111010,3,5,feasible
'11110010,2,5,feasible
'01111101,24,6,feasible
'11011101,24,6,feasible
'01011111,20,6,feasible
'11111001,16,6,feasible
'11101101,15,6,feasible
'10111101,12,6,feasible
'01110111,11,6,feasible
'01101111,11,6,feasible
'11110101,8,6,feasible
'11001111,8,6,feasible
'11010111,7,6,feasible
'10110111,7,6,feasible
'10111011,7,6,feasible
'11011011,6,6,feasible
'11110110,6,6,feasible
'11111010,6,6,feasible
'00111111,6,6,feasible
'11100111,5,6,feasible
'11110011,5,6,feasible
'01111011,5,6,feasible
'11011110,5,6,feasible
'11101011,4,6,feasible
'10111110,4,6,feasible
'11101110,4,6,feasible
'01111110,4,6,feasible
'10101111,3,6,feasible
'11111101,18,7,feasible
'01111111,9,7,feasible
'11111011,8,7,feasible
'10111111,8,7,feasible
'11111110,7,7,feasible
'11110111,7,7,feasible
'11011111,7,7,feasible
'11101111,5,7,feasible
'11111111,3,8,feasible
